date,file_type,ticker,name,close,mode,mode_css,revl,mom,r,days,tr_weeks,pl_raw,pl_num,signal_type
2026-04-15,daily,^BVSP,Brazil - BOVESPA,198657.33,Dark Green,c4,186167.97,8.34,0.83,13,56,+7.14%,7.14,pP
2026-04-15,daily,$XAUUSD,Gold (spot),4841.81,Bear-Bull Flip,c20,4654.15,1.7,0.88,21,129,+3.64%,3.64,Buy
2026-04-15,daily,$XAGUSD,Silver (spot),79.57,Bear-Bull Flip,c20,72.59,1.08,1.32,21,50,+1.19%,1.19,Buy
2026-04-15,daily,^BEL20,Belgium - BEL20,5485.91,Dark Green,c4,5204.95,8.77,0.34,4,0,+1.82%,1.82,pP
2026-04-15,daily,^TSX,Canada - TSX,34102.36,Dark Green,c4,32746.16,7.11,0.59,8,49,+4.34%,4.34,pP
2026-04-15,daily,^MIB,Italy - MIB,48175.65,Dark Green,c4,45236.53,8.31,0.4,7,1,+7.05%,7.05,pP
2026-04-15,daily,^WIG20,Poland - WIG20,3636.72,Dark Green,c4,3408.1,8.68,0.66,8,63,+6.75%,6.75,pP
2026-04-15,daily,^DJT,Dow Transports,21263.78,Dark Green,c4,18930.96,9.66,0.5,9,23,+14.04%,14.04,pP+
2026-04-15,daily,^J10Y,Japan 10Y Yield,2.42,Light Green,c5,2.28,7.75,,27,78,+9.07%,9.07,pP
2026-04-15,daily,@KC,Coffee (KC),302.65,Bear-Bull Flip,c20,293.09,-0.73,-0.76,10,16,-2.80%,-2.8,Buy
2026-04-15,daily,@CT,Cotton #2 (CT),76.52,Dark Green,c4,70.07,8.91,-0.4,35,6,+17.33%,17.33,pP+
2026-04-15,daily,ADBE,Adobe Systems,235.72,Light Red,c7,248.64,-2.91,-1.08,21,14,+5.05%,5.05,dBuy
2026-04-15,daily,AEP,American Electric Power Co,135.46,Light Green,c5,131.3,4.92,0.5,10,63,+3.08%,3.08,dSell
2026-04-15,daily,APP,AppLovin Corp,433.51,Bear-Bull Flip,c20,401.53,-1.11,-0.5,18,11,-1.21%,-1.21,Buy
2026-04-15,daily,AXON,Axon Enterprise,380.86,Light Red,c7,439.46,-7.88,-0.82,22,25,+24.75%,24.75,spBuy
2026-04-15,daily,CHTR,Charter Communications,215.57,Bull-Bear Flip,c18,224.67,0.96,-0.85,5,4,-4.89%,-4.89,Sell
2026-04-15,daily,CSX,CSX Corp,42.51,Dark Green,c4,40.43,7.04,0.47,9,47,+2.86%,2.86,pP
2026-04-15,daily,DASH,DoorDash Inc,163.55,Bear-Bull Flip,c20,155.63,0.46,-0.71,64,22,+23.04%,23.04,Buy
2026-04-15,daily,FAST,Fastenal Co,44.62,Bull-Bear Flip,c18,46.99,3.48,0.44,9,12,-4.15%,-4.15,Sell
2026-04-15,daily,FER,Ferrovial SE,72.28,Dark Green,c4,66.07,9.38,0.62,8,70,+10.88%,10.88,pP+
2026-04-15,daily,KHC,Kraft Heinz Co,22.11,Bull-Bear Flip,c18,22.91,2.29,-0.74,7,56,-2.98%,-2.98,Sell
2026-04-15,daily,MSTR,Strategy Inc,137.41,Bear-Bull Flip,c20,127.95,-0.33,-1.09,12,32,-5.80%,-5.8,Buy
2026-04-15,daily,NFLX,Netflix Inc,106.28,Dark Green,c4,95.48,8.0,-0.66,32,0,+12.70%,12.7,pP
2026-04-15,daily,QCOM,Qualcomm Inc,132.84,Bear-Bull Flip,c20,128.96,-0.41,-0.88,63,12,+20.45%,20.45,Buy
2026-04-15,daily,STX,Seagate Technology,533.44,Dark Green,c4,432.61,8.78,1.62,8,49,+33.03%,33.03,pP
2026-04-15,daily,TMUS,T-Mobile US,190.0,Dark Red,c6,206.98,-6.67,-0.7,18,1,+8.79%,8.79,spBuy+
2026-04-15,daily,TTWO,Take-Two Interactive,205.1,Bear-Bull Flip,c20,197.95,0.68,-0.66,20,10,+1.89%,1.89,Buy
2026-04-15,daily,A,Agilent Technologies,120.39,Bear-Bull Flip,c20,114.98,2.39,-0.68,59,9,+12.76%,12.76,Buy
2026-04-15,daily,APD,Air Products & Chemicals,296.63,Light Green,c5,287.97,3.2,-0.2,22,10,+0.30%,0.3,dSell
2026-04-15,daily,APO,Apollo Global Management,114.82,Bear-Bull Flip,c20,107.94,-0.95,-0.75,58,10,+18.27%,18.27,Buy
2026-04-15,daily,ARES,Ares Management,112.61,Bear-Bull Flip,c20,103.9,-0.6,-1.2,58,11,+31.79%,31.79,Buy
2026-04-15,daily,AVB,Avalonbay Communities,171.0,Bear-Bull Flip,c20,167.21,2.96,-0.68,24,56,+1.63%,1.63,Buy
2026-04-15,daily,BG,Bunge Global,122.33,Bull-Bear Flip,c18,126.43,-0.53,0.82,25,35,-0.58%,-0.58,Sell
2026-04-15,daily,BK,Bank of New York Mellon,130.51,Dark Green,c4,121.85,8.33,0.64,9,49,+8.46%,8.46,pP
2026-04-15,daily,BRK-B,Berkshire Hathaway,477.54,Unknown,,484.5,0.17,-0.48,3,3,-1.34%,-1.34,Sell
2026-04-15,daily,BXP,Boston Properties,55.03,Bear-Bull Flip,c20,52.82,0.57,-0.94,79,16,+21.21%,21.21,Buy
2026-04-15,daily,CFG,Citizens Financial Group,64.87,Dark Green,c4,59.78,8.29,0.67,8,1,+9.08%,9.08,pP
2026-04-15,daily,COP,ConocoPhillips,118.79,Bull-Bear Flip,c18,126.09,-2.9,0.48,71,17,+25.77%,25.77,Sell
2026-04-15,daily,CTRA,Cottera Energy,31.67,Bull-Bear Flip,c18,34.11,-2.7,0.69,58,22,+18.39%,18.39,Sell
2026-04-15,daily,DELL,Dell Technologies,184.51,Light Green,c5,163.81,5.8,0.72,36,6,+52.16%,52.16,pP
2026-04-15,daily,DVN,Devon Energy,45.25,Bull-Bear Flip,c18,48.6,-2.66,0.5,62,21,+21.97%,21.97,Sell
2026-04-15,daily,EOG,EOG Resources,133.59,Bull-Bear Flip,c18,139.8,-2.7,0.25,62,10,+22.98%,22.98,Sell
2026-04-15,daily,EQIX,Equinix Inc,1057.37,Dark Green,c4,990.87,7.11,0.54,71,13,+37.37%,37.37,pP
2026-04-15,daily,EQT,EQT Corp,56.71,Dark Red,c6,62.6,-6.82,0.52,8,10,+8.66%,8.66,spBuy
2026-04-15,daily,EXE,Expand Energy,95.69,Dark Red,c6,105.01,-6.23,-0.37,8,0,+10.43%,10.43,spBuy+
2026-04-15,daily,FCX,Freeport-McMoRan,68.27,Dark Green,c4,59.5,8.53,1.01,9,1,+12.38%,12.38,pP
2026-04-15,daily,GDDY,GoDaddy Inc,79.32,Dark Red,c6,84.85,-1.4,-1.44,85,42,+37.61%,37.61,AddSh
2026-04-15,daily,GL,Globe Life Inc,148.2,Dark Green,c4,140.18,7.06,0.28,8,1,+6.19%,6.19,pP
2026-04-15,daily,HOOD,Robinhood Markets,79.09,Bear-Bull Flip,c20,70.76,0.44,-0.8,82,10,+34.31%,34.31,Buy
2026-04-15,daily,HRL,Hormel Foods Corp,20.76,Dark Red,c6,22.5,-7.91,-0.71,27,4,+14.21%,14.21,spBuy
2026-04-15,daily,IQV,Iqvia Holdings,175.28,Bear-Bull Flip,c20,168.56,0.67,-0.67,50,9,+23.37%,23.37,Buy
2026-04-15,daily,IT,Gartner Inc,149.1,Light Red,c7,158.65,-2.55,-1.33,69,59,+36.72%,36.72,dBuy
2026-04-15,daily,IVZ,Invesco Ltd,24.72,Bear-Bull Flip,c20,23.51,0.29,0.64,53,5,+8.10%,8.1,Buy
2026-04-15,daily,JBHT,JB Hunt Transport Services,229.61,Dark Green,c4,212.21,6.89,0.75,9,25,+8.18%,8.18,pP
2026-04-15,daily,KEY,KeyCorp,21.63,Dark Green,c4,20.13,8.02,0.4,8,0,+7.67%,7.67,pP
2026-04-15,daily,KO,Coca Cola Co,75.9,Bull-Bear Flip,c18,77.33,1.69,0.36,4,24,-0.98%,-0.98,Sell
2026-04-15,daily,LLY,Eli Lilly & Co,922.5,Bull-Bear Flip,c18,951.22,1.39,0.35,8,3,-2.38%,-2.38,Sell
2026-04-15,daily,LVS,Las Vegas Sands,55.52,Bear-Bull Flip,c20,53.39,1.35,0.12,71,10,+14.77%,14.77,Buy
2026-04-15,daily,LW,Lamb Weston Holdings,43.73,Bear-Bull Flip,c20,41.35,1.31,-0.98,30,21,+6.04%,6.04,Buy
2026-04-15,daily,MRNA,Moderna Inc,52.84,Bear-Bull Flip,c20,49.53,0.09,0.8,11,16,-6.04%,-6.04,Buy
2026-04-15,daily,NCLH,Norwegian Cruise Line,21.09,Bear-Bull Flip,c20,19.32,1.7,-0.53,30,5,+1.17%,1.17,Buy
2026-04-15,daily,NEE,NextEra Energy,91.31,Bull-Bear Flip,c18,93.35,1.73,0.48,10,43,-1.03%,-1.03,Sell
2026-04-15,daily,NKE,Nike Inc,44.2,Light Red,c7,51.85,-9.55,-0.91,31,28,+26.21%,26.21,spBuy
2026-04-15,daily,NVR,NVR Inc,6843.71,Bear-Bull Flip,c20,6642.35,2.51,-0.72,40,5,+8.18%,8.18,Buy
2026-04-15,daily,PAYC,Paycom Software,119.84,Light Red,c7,124.83,-2.21,-1.18,22,39,+5.67%,5.67,dBuy
2026-04-15,daily,PCG,PG&E Corp,17.56,Bull-Bear Flip,c18,18.06,2.68,0.36,4,9,-4.15%,-4.15,Sell
2026-04-15,daily,PPL,PPL Corp,39.61,Light Green,c5,38.41,5.82,0.2,10,12,+3.72%,3.72,dSell
2026-04-15,daily,REG,Regency Centers,79.57,Dark Green,c4,76.26,5.2,0.2,7,12,+3.42%,3.42,pP
2026-04-15,daily,TAP,Molson Coors Brewing,43.66,Bull-Bear Flip,c18,44.84,3.04,-0.57,5,5,-3.24%,-3.24,Sell
2026-04-15,daily,TPL,Texas Pacific Land Trust,412.2,Light Red,c7,479.29,-7.94,0.96,10,12,+12.07%,12.07,spBuy
2026-04-15,daily,VMC,Vulcan Materials Co,296.86,Dark Green,c4,274.65,8.12,-0.36,8,5,+7.45%,7.45,pP
2026-04-15,daily,VST,Vistra Energy,163.97,Bear-Bull Flip,c20,153.25,0.81,-0.49,16,21,-8.27%,-8.27,Buy
2026-04-15,daily,WAB,Westinghouse Air Brake Techn.,268.29,Dark Green,c4,249.76,8.42,0.77,9,27,+6.31%,6.31,pP
2026-04-15,daily,WM,Waste Management,227.09,Bull-Bear Flip,c18,233.56,0.07,0.24,7,15,-3.11%,-3.11,Sell
2026-04-15,daily,WRB,W.R. Berkley,65.99,Dark Red,c6,67.39,0.55,-0.49,27,18,+4.83%,4.83,AddSh
2026-04-15,daily,WTW,Willis Tower Watson,288.48,Light Red,c7,292.97,-1.06,-0.66,44,10,+0.49%,0.49,dBuy
2026-04-15,daily,AAL,American Airlines Group,12.13,Bear-Bull Flip,c20,10.96,3.0,-0.65,41,6,+13.91%,13.91,Buy
2026-04-15,daily,ALK,Alaska Air Group,42.62,Bear-Bull Flip,c20,39.12,1.65,-0.79,31,5,+14.76%,14.76,Buy
2026-04-15,daily,ALLY,Ally Financial,42.57,Dark Green,c4,39.47,6.0,-0.34,8,11,+8.90%,8.9,pP
2026-04-15,daily,AMH,American Homes 4 Rent,30.12,Dark Green,c4,28.5,6.64,-0.74,7,41,+3.61%,3.61,pP
2026-04-15,daily,ANF,Abercrombie & Fitch,91.26,Bull-Bear Flip,c18,96.03,4.28,-0.61,9,5,-0.78%,-0.78,Sell
2026-04-15,daily,AR,Antero Resources,36.11,Dark Red,c6,41.14,-6.82,0.33,6,10,+11.93%,11.93,spBuy
2026-04-15,daily,ASB,Associated Banc-Corp,27.52,Dark Green,c4,25.74,8.09,-0.13,8,0,+7.25%,7.25,pP
2026-04-15,daily,AYI,Acuity Brands,284.86,Bear-Bull Flip,c20,275.38,1.0,-0.7,41,12,+8.88%,8.88,Buy
2026-04-15,daily,BLD,TopBuild Corp,400.58,Bear-Bull Flip,c20,380.64,3.82,-0.06,33,5,+14.77%,14.77,Buy
2026-04-15,daily,CHDN,Churchill Downs,91.94,Bear-Bull Flip,c20,87.69,1.57,-0.78,66,11,+15.74%,15.74,Buy
2026-04-15,daily,CLH,Clean Harbors,304.41,Light Green,c5,289.02,5.3,0.7,15,18,+7.07%,7.07,dSell
2026-04-15,daily,COKE,Coca-Cola Bottling,192.1,Bull-Bear Flip,c18,200.32,2.43,1.06,8,26,-4.43%,-4.43,Sell
2026-04-15,daily,CRBG,Corebridge Financial,25.57,Bear-Bull Flip,c20,24.35,2.16,-0.99,37,29,+13.99%,13.99,Buy
2026-04-15,daily,EXLS,Exlservice Holdings,30.72,Light Red,c7,31.1,-1.05,-1.13,53,10,+24.00%,24.0,dBuy
2026-04-15,daily,FHI,Federated Hermes,58.3,Bear-Bull Flip,c20,55.74,-0.04,0.58,2,50,-5.99%,-5.99,Buy
2026-04-15,daily,FOUR,Shift4 Payments,46.78,Bear-Bull Flip,c20,43.47,-0.96,-1.32,11,35,-5.15%,-5.15,Buy
2026-04-15,daily,FTI,TechnipFMC,72.0,Light Green,c5,68.32,5.74,1.46,69,47,+47.36%,47.36,dSell
2026-04-15,daily,GME,GameStop Corp,24.03,Bear-Bull Flip,c20,22.82,1.14,-0.51,21,2,-1.52%,-1.52,Buy
2026-04-15,daily,GMED,Globus Medical,94.94,Dark Green,c4,87.7,5.18,0.75,5,22,+2.47%,2.47,pP
2026-04-15,daily,GTM,ZoomInfo,5.79,Light Red,c7,6.06,-2.77,-1.22,60,21,+42.27%,42.27,dBuy
2026-04-15,daily,HAE,Haemonetics Corp,60.48,Bear-Bull Flip,c20,57.81,1.86,-0.64,24,10,+3.03%,3.03,Buy
2026-04-15,daily,HOG,Harley-Davidson,23.17,Dark Green,c4,20.51,9.03,-0.96,12,0,+19.43%,19.43,pP
2026-04-15,daily,ILMN,Illumina Inc,130.32,Bear-Bull Flip,c20,122.6,0.92,0.4,2,27,-8.05%,-8.05,Buy
2026-04-15,daily,IRT,Independence Realty Trust,15.7,Bear-Bull Flip,c20,15.27,1.21,-0.63,26,10,+3.92%,3.92,Buy
2026-04-15,daily,LECO,Lincoln Electric Holdings,262.29,Bear-Bull Flip,c20,253.83,0.85,0.49,27,1,+2.26%,2.26,Buy
2026-04-15,daily,LITE,Lumentum Holdings,852.79,Light Green,c5,743.84,6.26,2.49,53,47,+126.85%,126.85,dSell
2026-04-15,daily,MTDR,Matador Resources,57.33,Bull-Bear Flip,c18,60.42,-0.73,0.36,61,9,+34.14%,34.14,Sell
2026-04-15,daily,MTZ,MasTec Inc,365.89,Dark Green,c4,318.43,8.22,1.37,76,49,+63.21%,63.21,pP
2026-04-15,daily,NSA,National Storage Affiliates,42.44,Dark Green,c4,38.08,8.05,0.25,20,3,+3.94%,3.94,pP
2026-04-15,daily,NWE,Northwestern Corp,73.28,Dark Green,c4,67.13,6.83,0.45,7,1,+8.69%,8.69,pP
2026-04-15,daily,OPCH,Option Care Health,27.9,Unknown,,29.31,1.48,-0.27,3,5,-5.49%,-5.49,Sell
2026-04-15,daily,OVV,Ovintiv Inc,54.8,Bull-Bear Flip,c18,56.85,-1.97,0.65,61,11,+37.86%,37.86,Sell
2026-04-15,daily,PII,Polaris Industries,57.49,Bear-Bull Flip,c20,54.34,0.95,-0.32,41,5,+12.62%,12.62,Buy
2026-04-15,daily,PINS,Pinterest,18.7,Bear-Bull Flip,c20,18.0,-0.99,-1.27,22,28,-2.35%,-2.35,Buy
2026-04-15,daily,PSTG,Pure Storage Inc,64.0,Bear-Bull Flip,c20,61.1,0.05,-0.61,35,18,+6.72%,6.72,Buy
2026-04-15,daily,REXR,Rexford Industrial Realty,35.29,Bear-Bull Flip,c20,33.87,1.82,-0.71,46,15,+10.88%,10.88,Buy
2026-04-15,daily,RGEN,Repligen Corp,131.03,Bear-Bull Flip,c20,119.19,2.23,-0.72,52,9,+17.57%,17.57,Buy
2026-04-15,daily,SAIA,Saia Inc,404.47,Dark Green,c4,355.72,8.18,0.53,9,0,+13.65%,13.65,pP
2026-04-15,daily,SATS,EchoStar Corp,130.47,Dark Green,c4,117.49,4.03,1.49,13,42,+11.25%,11.25,Add
2026-04-15,daily,SEIC,SEI Investments Co,79.8,Bear-Bull Flip,c20,77.1,0.06,-0.5,24,8,-0.01%,-0.01,Buy
2026-04-15,daily,TLN,Talen Energy,345.76,Bear-Bull Flip,c20,320.55,0.45,-0.61,30,5,-1.74%,-1.74,Buy
2026-04-15,daily,USFD,US Foods Holding,92.47,Bear-Bull Flip,c20,90.15,0.34,0.74,18,19,-4.58%,-4.58,Buy
2026-04-15,daily,VAL,Valaris Ltd,92.01,Bull-Bear Flip,c18,97.66,0.5,1.43,67,43,+73.77%,73.77,Sell
2026-04-15,daily,WH,Wyndham Hotels & Resorts,87.38,Dark Green,c4,80.24,6.05,-0.41,13,1,+10.58%,10.58,pP
2026-04-15,daily,WING,Wingstop Inc,198.08,Bear-Bull Flip,c20,179.45,1.64,-1.05,30,30,+15.46%,15.46,Buy
2026-04-15,daily,WMG,Warner Music Group,29.05,Dark Green,c4,26.13,8.27,-0.7,7,22,+12.08%,12.08,pP
2026-04-15,daily,XRAY,DENTSPLY Sirona,12.22,Bear-Bull Flip,c20,11.53,1.34,-0.78,26,4,+2.24%,2.24,Buy
2026-04-15,daily,YETI,YETI Holdings,39.19,Bear-Bull Flip,c20,37.24,0.41,0.23,35,5,+13.79%,13.79,Buy
2026-04-15,daily,ZION,Zions Bancorp,61.69,Dark Green,c4,56.94,7.91,0.23,13,0,+9.17%,9.17,pP
2026-04-15,daily,ABR,Arbor Realty Trust,7.8,Bear-Bull Flip,c20,7.47,0.17,-1.04,21,23,-0.78%,-0.78,Buy
2026-04-15,daily,ACIW,ACI Worldwide Inc,41.45,Bear-Bull Flip,c20,40.05,0.68,-0.76,2,21,-4.65%,-4.65,Buy
2026-04-15,daily,AHRT,AH Realty Trust,5.78,Bear-Bull Flip,c20,5.55,1.38,-0.83,41,7,+16.11%,16.11,Buy
2026-04-15,daily,ALGT,Allegiant Travel,89.85,Bear-Bull Flip,c20,82.58,2.04,0.72,30,5,+4.16%,4.16,Buy
2026-04-15,daily,AMRX,Amneal Pharmaceuticals,13.12,Bear-Bull Flip,c20,12.57,2.29,0.84,31,40,+5.41%,5.41,Buy
2026-04-15,daily,ANGI,Angi Inc,7.59,Bear-Bull Flip,c20,7.13,-0.02,-1.33,24,26,+8.77%,8.77,Buy
2026-04-15,daily,APAM,Artisan Partners Asset Mgmt,37.86,Bear-Bull Flip,c20,36.45,1.35,-0.73,40,7,+11.89%,11.89,Buy
2026-04-15,daily,ARCB,ArcBest Corp,110.16,Dark Green,c4,98.21,8.06,0.65,13,17,+16.61%,16.61,pP
2026-04-15,daily,ATEN,A10 Networks,25.05,Light Green,c5,22.57,7.78,0.59,46,9,+28.73%,28.73,pP
2026-04-15,daily,AZTA,Azenta,24.26,Bear-Bull Flip,c20,22.5,2.32,-1.01,49,9,+35.58%,35.58,Buy
2026-04-15,daily,BGC,BGC Group,11.58,Dark Green,c4,10.32,9.04,-0.3,21,7,+19.38%,19.38,pP
2026-04-15,daily,BTU,Peabody Energy,27.69,Dark Red,c6,33.91,-7.17,0.98,9,0,+16.34%,16.34,spBuy
2026-04-15,daily,CARG,CarGurus,35.77,Dark Green,c4,33.09,1.23,-0.46,32,2,+16.74%,16.74,Add
2026-04-15,daily,CATY,Cathay General Bancorp,53.86,Dark Green,c4,49.88,8.21,0.19,8,0,+7.91%,7.91,pP
2026-04-15,daily,CLB,Core Laboratories,16.27,Bull-Bear Flip,c18,17.11,0.6,0.57,5,2,-4.29%,-4.29,Sell
2026-04-15,daily,CRGY,Crescent Energy,12.18,Bull-Bear Flip,c18,12.8,-0.65,0.59,57,10,+42.46%,42.46,Sell
2026-04-15,daily,CRK,Comstock Resources,16.25,Dark Red,c6,20.03,-6.7,-0.28,8,1,+16.96%,16.96,spBuy+
2026-04-15,daily,CUBI,Customers Bancorp,75.94,Dark Green,c4,69.12,6.75,0.45,9,0,+8.05%,8.05,pP
2026-04-15,daily,DCH,Dauch Corp,6.21,Bear-Bull Flip,c20,5.76,1.67,0.34,40,5,+13.75%,13.75,Buy
2026-04-15,daily,ESE,ESCO Technologies,318.24,Dark Green,c4,279.51,8.35,1.08,67,13,+53.74%,53.74,pP
2026-04-15,daily,EZPW,EZCorp Inc,29.69,Dark Green,c4,26.71,8.1,1.25,8,35,+14.68%,14.68,pP
2026-04-15,daily,FBP,First Bancorp,22.76,Dark Green,c4,21.31,7.63,-0.17,8,0,+6.55%,6.55,pP
2026-04-15,daily,FBRT,Franklin BSP Realty Trust,8.83,Bear-Bull Flip,c20,8.6,0.28,-0.86,44,26,+13.26%,13.26,Buy
2026-04-15,daily,FCF,First Commonwealth Financial,18.8,Dark Green,c4,17.62,8.38,0.22,9,1,+6.58%,6.58,pP
2026-04-15,daily,FOXF,Fox Factory Holding,17.6,Bear-Bull Flip,c20,16.41,0.0,-1.02,10,29,-5.39%,-5.39,Buy
2026-04-15,daily,FRPT,Freshpet Inc,69.11,Bear-Bull Flip,c20,65.16,2.11,-0.3,20,2,+9.22%,9.22,Buy
2026-04-15,daily,FTDR,Frontdoor Inc,59.56,Bear-Bull Flip,c20,56.18,0.68,0.29,18,3,+0.77%,0.77,Buy
2026-04-15,daily,GDYN,Grid Dynamics Holdings,5.56,Light Red,c7,6.08,-2.97,-1.15,59,56,+37.88%,37.88,dBuy
2026-04-15,daily,HOPE,Hope Bancorp,12.2,Light Green,c5,11.35,8.37,-0.08,8,1,+7.11%,7.11,pP
2026-04-15,daily,JBGS,JBG Smith Properties,15.16,Bear-Bull Flip,c20,14.62,-1.19,-0.83,11,22,-2.09%,-2.09,Buy
2026-04-15,daily,KALU,Kaiser Aluminum,142.46,Dark Green,c4,125.93,8.65,0.99,8,1,+12.89%,12.89,pP
2026-04-15,daily,KMX,CarMax Inc,41.66,Bull-Bear Flip,c18,45.17,4.64,-0.83,6,0,-2.98%,-2.98,Sell
2026-04-15,daily,MBIN,Merchants Bancorp,47.52,Dark Green,c4,43.48,7.81,0.75,12,18,+10.74%,10.74,pP
